Leo Points List
Absolute
Label,X,Y,Z,T,R,M,Mag,WD
8
s1e1,0.08749919931090671700000000000000,0.05418335933069504100000000000000,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,523.430115,0.00530097
s1e2,0.08770753915551007800000000000000,0.07679880864207791500000000000000,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,862.184631,0.00530262
s2e1,0.07,0.08,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,568.829712,0.00539554
s2e2,0.07,0.10,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,15200.730469,0.00516890
s2e3,0.11,0.10,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,568.829712,0.00539554
s2e4,0.11,0.08,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,15200.730469,0.00516890
s3e1,0.06914744142323792100000000000000,0.07807328130354816700000000000000,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,568.829712,0.00539554
s3e2,0.06853173042291710300000000000000,0.10042536704724314000000000000000,0.03704439946339636200000000000000,0.00000000000000000000000000000000,100.00002675099999000000000000000000,0.00000000000000000000000000000000,15200.730469,0.00516890
